,stallName,region,postalCode,locationName,images,,stallNumber,deliveryAvailable,contact,foodTheyServe,favorites,dietaryRestrictions,priceRange,nameOfHawker,moreAboutThisHawker,openingHours,whatAreTheConcernsThisHawkerIsFacing,recommendedBy,,,,,
,,,,,https://drive.google.com/drive/folders/14bDHTbqCDumJ07OTGgaPwFTONte1DqGY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/19G1fA2cphjW-YfCxDfFSDRMbnh7kA1Uh,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1n36gkLRbXPbdFfdBba6whIjzglRaVdc0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1IFdQs5Z9d7P0rskHaenJ621cKrs2ACA3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1I0KC7gHOCgB15r9aApY3jF2oao8dZOdY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/141SXEs7jH7bvNoUiBN0jSKSY0HbdU_SK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/16mWX85SEpMJAeQs7Cwi0aR_AXL6DZxXC,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1J9SvHc42FetCmftZcYGrPZiiLXV5DrvA,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1f6JiTmDmIfxwkdXo37RtAiU6pk3dyw6a,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hjj06-ZPkjrEN8rHKwzThnMoYIQlnsdI,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TDZCLCa8VjqfMqDBmFxGw46YMcH-AzBD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/180cex6Mrqll_qJizNa_bCaSnPJ8gXXvc,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1_uZFejpneGzZQrn-EoJy4_sLp4i9k8V0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CRWVln7kEOECJTLxAIFFpcilGQFSWxTL,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Pq7ZtRORKrWfZofEMRd91-Fd_REuysfv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1h-xLvl_mkvo-m8OIWJZLEfMafDLfrrhO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hA0KrkWfTYdqT_t5Plany6z_kJT4zKQR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1OVD7X5WSCUp3GVnz2ywe9hIX0EYqjKl9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rnWZlZs4uaiT7WBWq3HMrmI9xrMyXEOh,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kj4qqSosNKkgCsL1QqskgWfI_a5fU5tP,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1H3VEj2P7Efh9pNcXldWevolmyoTk6KAO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12Kit8i9s2SiOUJ5PoT51j4rYSHSO44w_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1pNd4l57nkiDPOpxANCrbizMSQh5WmIOO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1x0lnsWo09o1CROZNkEQAUJGaHLQs83yA,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Z1aAAE2fIjuL0x_t7xE_PVLCW4mHVsFt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1nvbkKRta3pF3k8Ll8bsnspRp9Vgko5lg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZumSfc-cHSE8RybC988vxIuZ9s2NaWzV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UGk9EQj9no813A2-jLZ1i-FeibOw3IKM,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1AYYy5apzlHAQbhMjTeqwqpPvCTxHmqFM,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1oEnPpHNscT2T1duAvLI4sv_CnxH3arHm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Qr3kRKOeQ4pRIfDfJUS4Prr9ItJd8og6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rC-9lfswhuixk2CR2-wpe6Upl6-iPmkf,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VoLYW8P3srN8Dy_7eZmRzFmgksauB4VY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1p6dnqeFXeiVZYMDiJrnKbtvPH36nBcd_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Su46UFG0A1ma-MgPEZzeAXnfCjo2TfGY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kcVRCWxJxi4n54bG5l3WJB8Hk6Iy4R99,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1c2H8v8_nseCO3-j8EMETfOG3K0ol9R9j,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1iEmW5B9Ipip1WxKTCVGYid65ergClCrQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Z56VZiLJdXSMprNj1fUkEy3SRLFtxmWY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1KU22U9_P6fourGQ-qOoRmsKKBlig5o3m,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12gB8pKh6p81CTxjrBtk3nr_QxWPuGezK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1uf_XGg0l5Ubl_jRSUVXBGWeOqKkohtKK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1OlagmYuOpgWfTTV7WHeu-plsVkLrBpp4,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1239YR4rK8BTLA_D9IukHOC22bQtZuuKz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Ibw9ublg58Ybax-GzJPihg4OiI6j1jY0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1u-hVRFr0f4fI_JTLG03ZteTLZpcjeNJ-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JYUTc8Ul3MTrpp9CvXbsofRyY3DrPlZN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eZcyeEH1vRFng6uRL8zjjNgdO5-cY6M7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GQrI_fVZOcAj23sJxFy-SdySCd95mOFR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1l_upgu1AGiFT5eR6--2updQt34-ykbJ7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/16ReM6P-WsSPQmr53-TQ3l-LWEs3pdemi,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jgJ4G7InUueQMsVv2yvsOdgq1oPM1gnm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1aA5ppTMovdEuRhLcoJB0otzRY5jJMySQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1T9T0ww2icT507LR45ZIqdg4At84ZUrTM,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1cjxZii-pU3AHONwrGyHA-VQAJt0Lguu-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fg35Byhv6sci8gL7O3RzjMtjW94yCQIB,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jj4kNajmpS2ZTrez0xfxdP8ai3sqVGXY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1lJAKfqIiEdFiLa0Ykdr8Vsx3VvH4QMIO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1atagwpL67VQ2XPO4RfZEDBQ7-ykyb9FG,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rqJbcaZc380ANukRge4-GLRWLIEOVbtR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JMo5-C5gGt8NULB223rSM7pQJHfd65hU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/10oN4Ti9ro2Nep5x3Dsgpf6GYm_Zi-1Wx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1RL5sQmE8RC0Bt4hILGmm2Gh8olki0ZeR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1SL0NxtsBmGO-7vAXbJb3HVPG6tCt4AB8,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1W8x2H1lfWDlwYr6SK1BusVVDgK57vlP1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1A3EzK4VqPwU7m2yRaDpRTvVjU6SmB7wh,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1laSQIByqBaVTQy-BTZ68BjQ4aFMIsWtK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UqT-_2TMvxGpAhytSkXscphBEfZlT3QQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VrJvR7O5e80hPcig2QS-ld4B7T6HGu4J,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1R2B4udHlTULH8forFdnig1r7xIcMS1-Q,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vZFdjf1AKFFplFmgg3luAI0o7pvNvau-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1K0uRKHgh1Ozm88mv_R_iFocpGgWCbaJQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bdFCuQnIFuMVMqhNKVeMcaS-iUrs5SEz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1dLgE6fdhhTeJUSVYUAOMKSjBi1DBCfrb,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1No-LPPz0MJ2jzv1mxlVGCq4nSkGp9EJf,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1EutxZhPyDkc-wWvTz9PSTD62KXI2VOU0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vv_kjeJcsO9h9K2L3C9zvDW2hZcv2U6s,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mDzwcPWjOp4AgAAJ3k7RBQugzJtCYGCj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yzXDpcYA78qbhjF6KAUhSgYW9Elsb3pt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1SyyZ8wouc_igJLelkO5T0aQ8oeDPE3wc,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1v_8byXZsKDF0fgpJRVOhLFE8SyF45jhs,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12iuhiiROYQosQP5EojvVtypVpcJJcDsU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/18u9ZxldHNCVNaxzXrPSYTp42hEfbnrXY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/16wVgR5Q17D1aBVVLZsg-N6ClYEsXTJY9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/137qi1jFhitzuQddoCOYPWuBQi4JWjk37,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1owcQPqS5RMrfpRDfu7FZt4TgHWNKKUQc,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1D6XtNF-ZvD6U5AxzLl6HiH4ELyrNpinr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/18Eobs2_Mqt3qeDqWq3bJVia0eh0r69E-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hq8H9NU4W2yv072VHTrwb9K2oOK0HtC5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/15Zb2XnvHy3RXtBVCghTg8vHumHYASXQy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eg_rD0glqQDrwx2VjhDhRzsAtS-ar6JV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1k4th4CiVd1wL7-HVMdMflLDSxqD5B_k9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZB4x9Z6EX2H6HPViuGWBttTwhp2Ifj5d,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1a5HeLL9PhF4qy6BAyOhRbN9y_VrtfNf7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Zmql1LphIeucde5bBDgGVZ5Sv3yHxirZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1XD8p8SWRCQb7TnvlYxUPVSFiVX9N5jsq,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/10-bjgOm6hv7MeOhBi9bYcnoYD7BtMihR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1wNZASj8VkmPuYkIORbJC1fsw81EdM2kv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1tp0t7mi0swuifVBFy05ItY3wwIM-b0Wv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VTfQDuMHyv4_g0PT0P5Ny-3EUhyZWFbQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1v48wicnbHDilO0JjDXxgpc8Dm_67sXtD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1t8pA2HksouIFjxEBmYTjE4PCwbBaIgG8,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HJjL1073DxwP-myGAFxH44SOakaLrasi,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fgJr5JyZbvrkhhopav2QyeVV4jUL0hV5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Zr5bCBjXUtZgc1nRZQrQvdcRbXWJ-P8P,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1xZ1HZ8yUepIj0K5mA_qXUkefcHvXJuXK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1lLs2oeh73B1lKSyZI_gKI9jppsoOzraw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Y9BxACw9kx1QUPwSoAlXwlngNNCOgcq3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JedXcPYuKPHZiko3k_jKql4E0KCntKwy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1F_xdD2zYnwk2OemO_POGaETVe_TrYQbG,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1F7x5y2IonD12joxhO74sEJP-ThdUOnx2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GV6fn3kn1hTqulREa2UH_UPhUcVHQjML,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BnR2sz9Fdgs1kCwhN9VeNkA8Ke6Z3k9B,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1YGRwFhBlm7s1TqBZoGA7fIwEN8d80boV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17WBqqKBU5PJHPBxIt89iu11iZLqYyLOR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1FIj7BKS9tqyb6Bqk_NcvBXPNcw0OkJtK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-8ij80VwdtcZqqoXKyKnzk0Qj7gu-MI9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1y_EbwBex4kiGNF8zX9lpZQTvy8f6J3fP,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1dOV0tAjsyKu88YzFg1KDw0AuAfdcj4LW,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1574qURKWXtLnnPguImsanMUXDiMJ30IV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-RwYKFg_PJsCwLktXeVdkQhqkfKI_tAT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WgjGzgFROsfj8h6RUku1_WFw3DISwbO7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ieY-9kcsVsEZZjaxJYJGh5YtAuzY6p7v,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GdaI_Y4wiVHUOhPLfQUWNKQA4dgGTK-3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bB9IbwLddLhXI54ORPKrEIiQUsk3HHdS,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-K5yM_AQeYO6rsfIzkmLlL9aMjeOEwrV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1KhEkw5dcjffFgUGyHyu47R0wGeGwODCE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14c5PnnqJ056PCR-T5bcoD1OvXKGXLLKV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Ml-iFq332Ki50WjBnYOFzJuN7wuNAilw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eUQyCW8QSWwTlzjK6NRD7Icqi7_Hhu3V,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UKJb9Iooav0-qrjMq8DiFZvQmwyTHxEQ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1o1GZ1Sf9gs07wBfR7C9TieK_-bQ9-NY7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fuXu2GIyJE0Oi5Ia4NsTH6D84zz4S9Hz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GRSnW1u-aaEQGrbWefewOrGmC0cfXm2f,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1q3HlBZh4ng7Y_CbE3neVaT9-uXn5QiH2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1h-_vgFVIz4_7H_fAxvis9CNYR-EaVLS1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1s_ZuYsUS34e8DFk69m_-PT07BlnYChN_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1U9-Gow7HwkPN3zPqZBLEFYAijA96Fpk0,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Jo6kouTblQVRm18SrP6xwmF76kNg3jI6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12jq0iCmFyVkSaeaI_VAuOl9nMHfrGdOo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/15LxDnIgGDp5KAED7Y8SvafiE1F733a4g,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1zA1RrYY3T13miHvyHKiwyFPHNpTn5Q8p,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1tFLlSTzW8cs-geaj_sGRgDtiRvjSLoPj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Xv9bQmEluiwCG3um0PZVWyh07V6Td3lo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fHbJL3r5jSpfhj4dsLW5XtRDuKFCKoFV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12KHEgj-s0OqrLVQidE7Yfsn7tiUqUSDT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1t6cMprmz3UqtXwcRcONwY0EpysheSWHk,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1lIBHU-0dPM9gRcQX54xaRX5coyvqTFsT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UXCvhzhoL0GOnAV2Tz9qzwb-zuVWZXY3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Qy72uQEftXBw9EotDz0lha8X1AEJQN8U,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Ba5q5qwVb3phc3sHIU-Bt9WsKJ7SSI1A,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eSUNAL7_soaJjduvihRsW6bZKZq1vu-7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/101Mh34aOIngNr7QblmkSPZsOK74UQURM,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1U6gIp92Dh6YCp3ApWrVRIfSm4skj75jd,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mQ0BDeaZ2KVnEdEQefx70EC0mShgW7O5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/10c27HoGhGm4AxUYlxx5uMIfcvNQzS0F6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZdYGLbNWIlP6aK7VvXG2tLoVywqQlfno,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1t4jVDHtktoELjO5TiSkz7FNnAtzt_ysj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1FvrTnHhJKuYuGW9ucgy5gnUjBFnOR0R7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mNtiebwIa8PGiFt8orzjv3WKrKhYeQK6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rO519EDUtgNV5RkQc3vnKF81H7V31sKI,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1R89_gO3B27rWWfjS65VBV1e3raHrab8f,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1wjSHHKsRV9w-ysUOL0Zi0H6a3Wxjqd4s,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1olsgovDtZ55RgdZxNXSLrhab-l9Ppenx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Y5HPPyLYU0EOE6BPiPEJghBYVwkYZ2wg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CaI45K6AbhIMUPrnwf5MHEY08Z-pfGz-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/13wn5ZbTBFUIfWw2pBlpqWzJM26DNCqPT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yLbzJLDCCRHtIVh_gFSe8XX1rWdO7lIt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1EnYZhw4IERvYQnqFyCpzWTCvcVLZanoF,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Dddzjv7V6WHphF2Gdl0iFiPvcyI6vLuz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Pvrl1PShGbh2OjRF36wUT3ILEcdp3R4a,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Fs2yGAs1mPPOs3VabcQnKykkhEQ5w6DI,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WPfkqxqbkh1R6tV2dMqpQ6oBgrY_jJrn,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/11afezMxIL7qpvR9aIjE1sTAiKgEPmPwO,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1E6-xIQ0kfd2U_fh-oS8gg7_YCvHt7pw7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1C1mGJKVM80p4aIlmxMeqgSWdag47y0uy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1cBomXtXXLX6GHHL0dzFXQ9rrHqR6B0sr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1v_g9MbCHczUD2TP2HDWUACPs2XRB2fPj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1czNhE7ihGy30NxQLst7dwidLUx-4oxdy,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JplS7-6FL1-R7ctslav5SD1-YP7jd6-a,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-Rug0ToAvUeDt65oke8dVCXaiYJu-zzo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1qJOZPWh38M7-XryYAp7PqfM6DAhgvVro,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/117YqoY8QijKcJnM1Yd0uCNs_AUZa3Rse,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1nNubR7if3bR7wmrs7Kz3BK_TnNFC309X,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1dy1JTXjPJIeiurnTekzuos31J8QdcDN-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1cIij6cZhEnLpHqSqbZVZdK2e8n5g2e3t,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14efTHSd5FJ0hoOscAC_1R3ElHBFeLTFJ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1sCvJLNsqgiusV9KMxr6Cg3UY_beaHS0m,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1NmSWPF5rjxZOp4SaKluggu0IxQwRHKiC,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vx4KDk_joprN54I8-d5EFhsaV6FopQVp,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1zE1Tb9gQOcCSMKxfbmmZE9ebxM5-8rIr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/120s3y1aidKNvlS7gmiuG4MqEldl4EwSc,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yGVmM4fTHgejDBNF3gdDLHJmRvsmDa7B,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1sN0aVl5z_o5Y_kSb_M3U-eKzGwA0wJZ8,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1yKxsr15FX5g8tk6lp1l6MYCAoMcWVKEV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fNxxD56kcLZ8tRNttypXenVp3nlApq5E,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1N8BWtBecwWCpdChs8nR_yMgWJjLNev3L,,,,,,,,,,,,,,,,,,
